Trainingstyp;Datum;Disziplin;Schuss;Waffe;Visier;Entf;Anschlag;Resultat;Zeit;10.0;10.5.;10a0;10a5;L;L/250;Abstand;Kommentar
SCATT;03.02.2019;Präzision;30;PPQ;RedDot;25;Stehend, Beide;10,1;5,1;64,0;24,0;93,0;51,0;217,0;219,0;18,0;
SCATT;03.02.2019;Speed;30;PPQ;RedDot;25;Stehend, Beide;10,2;2,7;66,0;30,0;73,0;28,0;399,0;357,0;46,0;
SCATT;04.02.2019;Präzision;30;Xesse;Offen;25;Stehend, Beide;9,9;4,3;55,0;16,0;84,0;38,0;265,0;258,0;20,0;
LIVE;05.02.2019;IPSC;100;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;05.02.2019;Präzision;45;PPQ;RedDot;25;Stehend, Beide;9,7;;;;;;;;;
LIVE;05.02.2019;Präzision;70;HPS;Offen;25;Stehend, Beide;9,7;;;;;;;;;
SCATT;06.02.2019;Präzision;30;Xesse;Offen;25;Stehend, Beide;10,0;6,7;53,0;18,0;87,0;41,0;263,0;266,0;19,0;
SCATT;06.02.2019;Präzision;15;Xesse;Offen;25;Stehend, Beide;9,8;5,4;60,0;18,0;91,0;47,0;253,0;276,0;19,0;
SCATT;06.02.2019;Speed;30;Xesse;Offen;25;Stehend, Beide;10,2;2,7;69,0;22,0;82,0;34,0;444,0;413,0;39,0;
SCATT;06.02.2019;Speed;15;Xesse;Offen;25;Stehend, Beide;10,0;2,7;44,0;12,0;78,0;33,0;444,0;405,0;40,0;
SCATT;07.02.2019;Präzision;30;Xesse;Offen;25;Stehend, Beide;9,9;5,9;51,0;17,0;84,0;35,0;282,0;278,0;20,0;
SCATT;07.02.2019;Speed;15;Xesse;Offen;25;Stehend, Rechts;9,8;2,8;47,0;13,0;56,0;18,0;665,0;639,0;58,0;
LIVE;12.02.2019;Präzision;10;PPQ;RedDot;25;Stehend, Beide;9,9;;;;;;;;;
LIVE;12.02.2019;Präzision;10;PPQ;RedDot;25;Stehend, Beide;9,8;;;;;;;;;
LIVE;12.02.2019;Präzision;20;HPS;Offen;25;Stehend, Beide;10,0;;;;;;;;;visier muss verstellt werden
LIVE;12.02.2019;Präzision;10;HPS;Offen;25;Stehend, Beide;10,2;;;;;;;;;Visier muss verstellt werden!
LIVE;12.02.2019;Präzision;10;HPS;Offen;25;Stehend, Beide;9,9;;;;;;;;;Visier muss verstellt werden!
LIVE;12.02.2019;Präzision;20;HPS;Offen;25;Stehend, Beide;9,9;;;;;;;;;Sitzender Anschlag bringt keinen Präzisionsvorteil beim testen.
LIVE;15.02.2019;Präzision;50;HPS;Offen;25;Stehend, Beide;;;;;;;;;;BM 2019
LIVE;15.02.2019;Präzision;50;Xesse;Offen;25;Stehend, Beide;;;;;;;;;;BM 2019
LIVE;15.02.2019;Präzision;50;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;BM 2019
LIVE;16.02.2019;Präzision;50;HPS;Offen;25;Stehend, Beide;;;;;;;;;;BM 2019
LIVE;16.02.2019;Präzision;50;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;BM 2019
LIVE;19.02.2019;IPSC;200;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;19.02.2019;Präzision;50;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;19.02.2019;Präzision;50;Xesse;Offen;25;Stehend, Beide;;;;;;;;;;
SCATT;21.02.2019;Speed;30;HPS;Offen;25;Stehend, Beide;9,8;2,6;47,0;18,0;68,0;26,0;492,0;418,0;55,0;
SCATT;21.02.2019;Speed;30;HPS;Offen;25;Stehend, Beide;9,9;2,6;46,0;14,0;72,0;30,0;506,0;431,0;41,0;
SCATT;21.02.2019;Speed;30;HPS;Offen;25;Stehend, Rechts;9,5;2,6;29,0;6,0;48,0;12,0;736,0;633,0;78,0;
SCATT;21.02.2019;Speed;30;HPS;Offen;25;Stehend, links;9,5;2,8;21,0;6,0;31,0;7,0;812,0;657,0;75,0;
SCATT;22.02.2019;Speed;30;HPS;Offen;25;Stehend, Beide;9,8;2,8;33,0;9,0;73,0;28,0;531,0;493,0;39,0;
SCATT;22.02.2019;Speed;30;HPS;Offen;25;Stehend, Beide;10,1;2,9;56,0;18,0;66,0;26,0;550,0;532,0;51,0;
LIVE;23.02.2019;Speed;40;PPQ;RedDot;25;Stehend, Beide;9,8;;;;;;;;;BM 2019
LIVE;23.02.2019;Speed;40;HPS;Offen;25;Stehend, Beide;10,1;;;;;;;;;BM 2019
LIVE;25.02.2019;Präzision;50;PPQ;RedDot;25;Stehend, Beide;9,8;;;;;;;;;Trefferlage überprüft.
LIVE;26.02.2019;IPSC;200;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;26.02.2019;Präzision;50;Ruger;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;26.02.2019;Präzision;25;F12;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;02.03.2019;Speed;30;F12;RedDot;25;Stehend, Rechts;;;;;;;;;;Pokalschießen 40 Jahre BDS
LIVE;02.03.2019;IPSC;30;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;LM 2019
DRY;03.03.2019;IPSC;100;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;03.03.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;04.03.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;05.03.2019;IPSC;250;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;05.03.2019;IPSC;100;Xesse;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;05.03.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;06.03.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;07.03.2019;IPSC;200;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;08.03.2019;IPSC;200;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;09.03.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;10.03.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;11.03.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;12.03.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;12.03.2019;IPSC;150;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;13.03.2019;Präzision;60;HPS;Offen;25;Stehend, Beide;9,5;;;;;;;;;
DRY;13.03.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;14.03.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;15.03.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;16.03.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;16.03.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;17.03.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;17.03.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;18.03.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;19.03.2019;IPSC;250;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;19.03.2019;Präzision;100;Ruger;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;19.03.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;20.03.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;21.03.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;22.03.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;23.03.2019;Speed;150;Ruger;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;26.03.2019;IPSC;150;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;26.03.2019;Präzision;20;HPS;Offen;25;Stehend, Beide;9,9;;;;;;;;;Empfohlene Verstellung -6 +2
LIVE;26.03.2019;Präzision;65;Xesse;Offen;25;Stehend, Beide;9,8;;;;;;;;;Empfohlene Verstellung -3 -3
LIVE;02.04.2019;IPSC;150;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;02.04.2019;Präzision;20;HPS;Offen;25;Stehend, Beide;9,5;;;;;;;;;
LIVE;02.04.2019;Präzision;50;Xesse;Offen;25;Stehend, Beide;10,0;;;;;;;;;
LIVE;02.04.2019;Speed;50;Xesse;Offen;25;Stehend, Beide;10,4;;;;;;;;;
LIVE;09.04.2019;IPSC;150;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;09.04.2019;Präzision;20;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;09.04.2019;Präzision;50;Xesse;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;09.04.2019;Speed;50;Xesse;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;12.04.2019;IPSC;250;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;13.04.2019;IPSC;250;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;07.04.2019;Präzision;250;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
DRY;13.04.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;14.04.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;15.04.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;16.04.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;17.04.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;18.04.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;19.04.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;20.04.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;21.04.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;22.04.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;23.04.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;24.04.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;25.04.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;26.04.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;27.04.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;28.04.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
DRY;23.04.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;23.04.2019;Präzision;250;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;16.04.2019;Präzision;250;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;24.04.2019;Präzision;100;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;24.04.2019;Speed;50;F12;RedDot;25;Stehend, Rechts;;;;;;;;;;
LIVE;27.04.2019;Speed;50;F12;RedDot;25;Stehend, Rechts;;;;;;;;;;LM LW 2019 Rüthen
LIVE;27.04.2019;Speed;50;Ruger;RedDot;25;Stehend, Rechts;;;;;;;;;;LM LW 2019 Rüthen
SCATT;28.04.2019;Speed;30;PPQ;RedDot;25;Stehend, Beide;10,3;2,7;82,0;38,0;89,0;48,0;417,0;415,0;36,0;uff 
LIVE;27.04.2019;Präzision;50;F12;RedDot;25;Stehend, Rechts;;;;;;;;;;
LIVE;27.04.2019;Präzision;50;Ruger;RedDot;25;Stehend, Rechts;;;;;;;;;;
SCATT;28.04.2019;Speed;30;PPQ;RedDot;25;Stehend, Beide;10,4;2,6;79,0;32,0;87,0;42,0;441,0;382,0;34,0;
SCATT;28.04.2019;Speed;30;PPQ;RedDot;25;Stehend, Beide;10,5;2,7;79,0;40,0;88,0;48,0;421,0;385,0;33,0;
LIVE;29.04.2019;Präzision;40;PPQ;RedDot;25;Stehend, Beide;9,7;;;;;;;;;Präzision war das Problem. Wenn Gruppen zentriert gewesen wären, dann wäre die Gesamtpräzision > 195 Ringe im Wettkampf!
SCATT;29.04.2019;Präzision;30;PPQ;RedDot;25;Stehend, Beide;10,1;6,6;72,0;24,0;91,0;46,0;250,0;252,0;19,0;
SCATT;29.04.2019;Präzision;30;PPQ;RedDot;25;Stehend, Beide;10,1;7,7;67,0;22,0;92,0;47,0;265,0;256,0;15,0;
LIVE;30.04.2019;Präzision;40;PPQ;RedDot;25;Stehend, Beide;10,0;;;;;;;;;
LIVE;30.04.2019;Präzision;20;HPS;Offen;25;Stehend, Beide;9,5;;;;;;;;;
LIVE;30.04.2019;IPSC;150;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;30.04.2019;Präzision;20;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
SCATT;01.05.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;9,9;5,9;58,0;21,0;81,0;35,0;284,0;289,0;19,0;
SCATT;01.05.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;9,7;7,0;54,0;18,0;85,0;36,0;284,0;295,0;22,0;
SCATT;01.05.2019;Speed;30;HPS;Offen;25;Stehend, Beide;10,0;2,6;61,0;20,0;72,0;29,0;525,0;526,0;46,0;
SCATT;01.05.2019;Speed;30;HPS;Offen;25;Stehend, Beide;10,0;2,5;41,0;9,0;77,0;33,0;490,0;470,0;43,0;Auge aufs Ziel und Pistole nach Start in Ziel einschwenken!
SCATT;02.05.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;9,9;6,0;;;85,0;36,0;260,0;260,0;22,0;
SCATT;02.05.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;10,0;6,6;53,0;18,0;87,0;42,0;246,0;242,0;16,0;
SCATT;03.05.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;10,1;6,3;62,0;23,0;91,0;49,0;248,0;249,0;14,0;Fokus auf Scheibe. Visier unscharf.
SCATT;03.05.2019;Präzision;25;HPS;Offen;25;Stehend, Beide;9,7;5,8;41,0;9,0;87,0;41,0;259,0;260,0;17,0;Fokus auf Visier, Scheibe unscharf.
SCATT;03.05.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;10,0;6,1;63,0;21,0;89,0;42,0;248,0;254,0;18,0;Fokus auf Scheibe. Visier unscharf.
LIVE;03.05.2019;Speed;50;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;Magnumpokal Mehrdistanz
SCATT;04.05.2019;Präzision;15;HPS;Offen;25;Stehend, Beide;9,6;6,5;45,0;9,0;92,0;50,0;259,0;296,0;19,0;
SCATT;05.05.2019;Speed;30;HPS;Offen;25;Stehend, Beide;10,2;2,7;57,0;23,0;74,0;31,0;512,0;455,0;42,0;
SCATT;05.05.2019;Speed;30;HPS;Offen;25;Stehend, Beide;10,3;2,5;55,0;19,0;77,0;32,0;512,0;509,0;44,0;
SCATT;05.05.2019;Speed;30;HPS;Offen;25;Stehend, Beide;10,2;2,6;59,0;20,0;84,0;40,0;508,0;468,0;34,0;
SCATT;05.05.2019;Speed;30;HPS;Offen;25;Stehend, Beide;10,3;2,6;59,0;22,0;81,0;34,0;481,0;471,0;37,0;
LIVE;06.05.2019;Speed;30;HPS;Offen;25;Stehend, Beide;10,0;;;;;;;;;
LIVE;06.05.2019;Präzision;10;HPS;Offen;25;Stehend, Beide;9,5;;;;;;;;;
LIVE;06.05.2019;Präzision;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;06.05.2019;Präzision;20;HPS;Offen;25;Stehend, Beide;9,6;;;;;;;;;Korn-Fokus
LIVE;06.05.2019;Präzision;20;HPS;Offen;25;Stehend, Beide;9,4;;;;;;;;;Scheiben-Fokus
SCATT;06.05.2019;Präzision;20;PPQ;RedDot;25;Stehend, Beide;10,1;5,1;68,0;27,0;90,0;49,0;241,0;217,0;15,0;
SCATT;06.05.2019;Präzision;30;PPQ;RedDot;25;Stehend, Beide;10,1;6,8;76,0;32,0;92,0;50,0;239,0;225,0;16,0;
SCATT;06.05.2019;Speed;30;PPQ;RedDot;25;Stehend, Beide;10,2;2,7;62,0;17,0;93,0;56,0;385,0;385,0;29,0;
SCATT;06.05.2019;Speed;30;PPQ;RedDot;25;Stehend, Beide;10,3;2,7;68,0;22,0;90,0;49,0;402,0;368,0;27,0;
SCATT;06.05.2019;Speed;30;PPQ;RedDot;25;Stehend, Beide;10,4;2,6;85,0;38,0;93,0;48,0;416,0;385,0;26,0;
SCATT;08.05.2019;Speed;30;HPS;Offen;25;Stehend, Rechts;9,7;2,5;30,0;8,0;37,0;9,0;878,0;739,0;68,0;
SCATT;08.05.2019;Speed;30;HPS;Offen;25;Stehend, links;9,4;2,7;11,0;2,0;26,0;6,0;1090,0;934,0;85,0;
SCATT;08.05.2019;Speed;30;HPS;Offen;25;Stehend, Beide;10,2;2,5;57,0;20,0;78,0;36,0;534,0;460,0;42,0;
SCATT;08.05.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;9,9;5,0;58,0;18,0;85,0;40,0;294,0;308,0;20,0;
SCATT;08.05.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;9,9;5,9;57,0;18,0;87,0;39,0;268,0;271,0;19,0;
SCATT;08.05.2019;Speed;30;HPS;Offen;25;Stehend, Beide;10,3;2,7;66,0;23,0;88,0;44,0;468,0;468,0;32,0;
SCATT;09.05.2019;Speed;30;HPS;Offen;25;Stehend, Rechts;10,0;2,5;38,0;10,0;47,0;14,0;843,0;714,0;67,0;
SCATT;09.05.2019;Speed;30;HPS;Offen;25;Stehend, links;9,4;2,9;22,0;6,0;28,0;7,0;914,0;792,0;112,0;
SCATT;09.05.2019;Speed;30;HPS;Offen;25;Stehend, Beide;10,2;2,5;62,0;21,0;78,0;32,0;542,0;484,0;37,0;Korn-Fokus
SCATT;09.05.2019;Speed;30;HPS;Offen;25;Stehend, Beide;10,2;2,6;60,0;22,0;82,0;34,0;535,0;516,0;37,0;Scheiben-Fokus
SCATT;09.05.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;10,0;5,3;53,0;17,0;87,0;39,0;290,0;296,0;18,0;
SCATT;09.05.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;10,1;6,4;60,0;20,0;88,0;41,0;269,0;276,0;18,0;Ergebnis in der letzten fünfer Gruppe vermasselt.
SCATT;09.05.2019;Speed;30;HPS;Offen;25;Stehend, Beide;10,1;2,8;75,0;34,0;84,0;40,0;459,0;466,0;44,0;Es hat sich ein syst. Zielfehler eingeschlichen. Deshalb der niedrige 10.0-Wert
SCATT;10.05.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;9,9;6,1;59,0;18,0;88,0;43,0;290,0;317,0;19,0;
SCATT;10.05.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;10,0;6,8;58,0;17,0;83,0;37,0;305,0;325,0;19,0;
SCATT;10.05.2019;Speed;30;HPS;Offen;25;Stehend, Beide;10,3;2,8;67,0;25,0;85,0;39,0;488,0;466,0;38,0;
SCATT;10.05.2019;Präzision;30;Xesse;Offen;25;Stehend, Beide;10,1;6,4;63,0;22,0;87,0;42,0;275,0;277,0;23,0;
SCATT;10.05.2019;Präzision;30;Xesse;Offen;25;Stehend, Beide;10,0;5,9;53,0;17,0;86,0;42,0;266,0;259,0;21,0;
SCATT;10.05.2019;Speed;30;Xesse;Offen;25;Stehend, Rechts;9,9;2,7;45,0;12,0;51,0;18,0;703,0;659,0;67,0;
SCATT;10.05.2019;Speed;30;Xesse;Offen;25;Stehend, links;9,2;2,7;23,0;7,0;30,0;8,0;880,0;703,0;82,0;
SCATT;10.05.2019;Speed;30;Xesse;Offen;25;Stehend, Beide;10,3;2,7;65,0;24,0;72,0;28,0;495,0;457,0;41,0;
SCATT;10.05.2019;Speed;30;Xesse;Offen;25;Stehend, Rechts;9,8;2,6;35,0;9,0;39,0;11,0;853,0;74,0;58,0;
SCATT;11.05.2019;Präzision;30;Xesse;Offen;25;Stehend, Beide;10,1;6,5;65,0;24,0;89,0;45,0;279,0;306,0;18,0;
SCATT;11.05.2019;Präzision;30;Xesse;Offen;25;Stehend, Beide;10,0;7,1;57,0;20,0;88,0;42,0;289,0;303,0;20,0;
SCATT;11.05.2019;Speed;30;Xesse;Offen;25;Stehend, Rechts;10,0;2,7;48,0;15,0;60,0;21,0;705,0;644,0;49,0;
SCATT;11.05.2019;Speed;30;Xesse;Offen;25;Stehend, Beide;10,2;2,8;77,0;37,0;91,0;45,0;468,0;538,0;40,0;
LIVE;11.05.2019;IPSC;200;HPS;Offen;25;Stehend, Beide;;;;;;;;;;Magnum Extrem Position Level II
SCATT;11.05.2019;Speed;30;Xesse;Offen;25;Stehend, Beide;10,2;2,7;58,0;19,0;74,0;27,0;537,0;507,0;53,0;
SCATT;13.05.2019;Präzision;30;Xesse;Offen;25;Stehend, Beide;10,2;8,7;63,0;21,0;87,0;41,0;289,0;296,0;18,0;
SCATT;13.05.2019;Präzision;30;Xesse;Offen;25;Stehend, Beide;10,0;6,9;63,0;21,0;85,0;37,0;300,0;299,0;20,0;
SCATT;13.05.2019;Speed;30;Xesse;Offen;25;Stehend, Rechts;10,1;2,8;55,0;17,0;64,0;24,0;685,0;644,0;45,0;
SCATT;13.05.2019;Speed;30;Xesse;Offen;25;Stehend, Beide;10,2;2,7;76,0;33,0;89,0;45,0;480,0;515,0;41,0;
SCATT;13.05.2019;Speed;30;Xesse;Offen;25;Stehend, links;9,3;2,9;22,0;4,0;31,0;7,0;849,0;769,0;107,0;
SCATT;13.05.2019;Präzision;30;PPQ;RedDot;25;Stehend, Beide;10,0;5,7;61,0;20,0;89,0;43,0;245,0;241,0;18,0;
SCATT;13.05.2019;Präzision;30;PPQ;RedDot;25;Stehend, Beide;10,0;5,8;61,0;21,0;91,0;46,0;226,0;231,0;17,0;
LIVE;14.05.2019;IPSC;200;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;14.05.2019;Speed;50;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;14.05.2019;Präzision;50;Xesse;Offen;25;Stehend, Beide;10,0;;;;;;;;;
SCATT;14.05.2019;Präzision;23;PPQ;RedDot;25;Stehend, Beide;9,8;5,6;42,0;9,0;82,0;38,0;265,0;269,0;20,0;
SCATT;15.05.2019;Präzision;30;PPQ;RedDot;25;Stehend, Beide;9,9;5,5;54,0;18,0;89,0;44,0;235,0;241,0;15,0;
SCATT;15.05.2019;Präzision;30;PPQ;RedDot;25;Stehend, Beide;10,1;6,2;70,0;27,0;94,0;52,0;234,0;230,0;16,0;
SCATT;15.05.2019;Speed;30;PPQ;RedDot;25;Stehend, Rechts;10,2;2,7;55,0;17,0;71,0;26,0;561,0;533,0;41,0;
SCATT;15.05.2019;Speed;30;PPQ;RedDot;25;Stehend, links;9,8;2,9;29,0;9,0;49,0;16,0;701,0;659,0;68,0;10 Schüsse gingen daneben —> Punkt nicht gefunden.
SCATT;15.05.2019;Speed;30;PPQ;RedDot;25;Stehend, Beide;10,4;2,7;81,0;30,0;92,0;53,0;399,0;387,0;29,0;
SCATT;16.05.2019;Präzision;30;PPQ;RedDot;25;Stehend, Beide;10,1;7,6;75,0;27,0;95,0;54,0;225,0;228,0;16,0;
SCATT;16.05.2019;Präzision;30;PPQ;RedDot;25;Stehend, Beide;9,9;5,2;69,0;29,0;91,0;50,0;249,0;259,0;21,0;
SCATT;16.05.2019;Speed;30;PPQ;RedDot;25;Stehend, Rechts;10,1;2,7;59,0;18,0;75,0;30,0;550,0;533,0;43,0;
SCATT;16.05.2019;Speed;30;PPQ;RedDot;25;Stehend, links;9,7;2,8;36,0;9,0;48,0;14,0;665,0;626,0;61,0;2 Schüsse zu spät ausgerichtet. 
SCATT;16.05.2019;Speed;30;PPQ;RedDot;25;Stehend, Beide;10,2;2,7;77,0;28,0;91,0;50,0;410,0;400,0;34,0;
SCATT;17.05.2019;Präzision;30;PPQ;RedDot;25;Stehend, Beide;10,2;6,4;69,0;23,0;93,0;52,0;241,0;239,0;15,0;
SCATT;17.05.2019;Präzision;30;PPQ;RedDot;25;Stehend, Beide;10,0;6,7;64,0;21,0;91,0;46,0;244,0;248,0;16,0;
SCATT;17.05.2019;Speed;30;PPQ;RedDot;25;Stehend, Rechts;10,0;2,7;50,0;16,0;55,0;18,0;644,0;593,0;61,0;
SCATT;17.05.2019;Speed;30;PPQ;RedDot;25;Stehend, links;9,7;2,9;40,0;11,0;45,0;12,0;685,0;665,0;63,0;
SCATT;18.05.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;10,0;7,1;63,0;23,0;82,0;35,0;306,0;302,0;21,0;
SCATT;18.05.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;9,9;5,3;62,0;19,0;79,0;32,0;295,0;298,0;25,0;Abzug ist größte Problem!
SCATT;18.05.2019;Speed;30;HPS;Offen;25;Stehend, Beide;10,2;2,6;72,0;24,0;85,0;40,0;493,0;522,0;34,0;
SCATT;18.05.2019;Speed;30;HPS;Offen;25;Stehend, Beide;10,1;2,7;69,0;26,0;83,0;39,0;476,0;492,0;35,0;
SCATT;19.05.2019;Speed;30;HPS;Offen;25;Stehend, Rechts;9,9;2,8;38,0;9,0;50,0;16,0;814,0;767,0;55,0;
SCATT;19.05.2019;Präzision;20;HPS;Offen;25;Stehend, Beide;9,8;5,3;46,0;15,0;82,0;32,0;321,0;333,0;20,0;
SCATT;20.05.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;10,0;7,4;61,0;21,0;83,0;38,0;306,0;300,0;19,0;
SCATT;20.05.2019;Präzision;30;HPS;Offen;25;Stehend, Beide;9,9;6,0;45,0;13,0;82,0;37,0;317,0;341,0;22,0;
SCATT;20.05.2019;Speed;30;HPS;Offen;25;Stehend, links;9,5;2,9;24,0;5,0;33,0;8,0;792,0;662,0;84,0;
SCATT;20.05.2019;Speed;30;HPS;Offen;25;Stehend, Rechts;9,8;2,8;38,0;9,0;60,0;22,0;680,0;636,0;44,0;
LIVE;21.05.2019;IPSC;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;21.05.2019;Speed;100;HPS;Offen;25;Stehend, Beide;;;;;;;;;;
LIVE;21.05.2019;Speed;50;PPQ;RedDot;25;Stehend, Beide;;;;;;;;;;
LIVE;21.05.2019;Präzision;50;PPQ;RedDot;25;Stehend, Beide;9,8;;;;;;;;;
SCATT;22.05.2019;Präzision;10;PPQ;RedDot;25;Stehend, Beide;10,4;4,8;75,0;29,0;86,0;42,0;237,0;236,0;16,0;
SCATT;22.05.2019;Präzision;30;PPQ;RedDot;25;Stehend, Beide;10,3;4,9;81,0;34,0;93,0;55,0;205,0;198,0;15,2;2-3-4 Atemrythmus!!!
SCATT;22.05.2019;Speed;30;PPQ;RedDot;25;Stehend, Rechts;9,9;2,7;38,0;10,0;64,0;20,0;620,0;605,0;51,0;
SCATT;22.05.2019;Speed;30;PPQ;RedDot;25;Stehend, links;9,8;2,9;20,0;5,0;50,0;17,0;698,0;652,0;62,0;
SCATT;22.05.2019;Speed;30;PPQ;RedDot;25;Stehend, Beide;10,2;2,8;79,0;33,0;85,0;43,0;451,0;421,0;35,0;Finger weg vom Abzug
SCATT;22.05.2019;Speed;30;PPQ;RedDot;25;Stehend, Beide;10,2;2,8;79,0;33,0;82,0;38,0;462,0;422,0;33,0;
